,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
930,152,135.0,Bachelors Degree,None,Computer Engineering,2007-06,2011-08
1047,172,201.0,Graduate Diploma,None,,2018-09,2019-08
36,3,6.0,Certified Scrum Master,None,,2019-01,Present
1178,202,163.0,Graduate Certificate,None,,2022-09,2023-03
57,8,14.0,Bachelor of Engineering,Bachelor,,2013,2017
139,19,16.0,Master of Engineering,Master,Civil Engineering,2017-09,2018-09
234,35,19.0,Master of Technology,None,Geomatics,,
490,73,94.0,Bachelor of Science,Bachelor,Computer Science,2009-09,2013-08
506,75,98.0,Bachelors Degree,None,,2012,2016
438,65,84.0,Diploma,None,,,
669,105,3.0,Certificate,None,Data Analytics,,
1218,210,235.0,Bachelor of Business Administration,Bachelor,,2013,2016
34,3,7.0,Master of Engineering,Master,Information Systems Security,2008-09,2010-08
880,145,177.0,Post Graduate Diploma,None,Computer Science,,
947,155,,,,,,
805,135,166.0,Bachelor of Science,Bachelor,Computer Science,,
869,144,72.0,Master of Business Administration,Master,,,
248,38,20.0,Post-Graduate Diploma,None,Big Data,2022-01,2022-08
1160,201,229.0,Bachelor of Science,Bachelor,Statistics,2014-02,2017-11
788,128,16.0,Bachelor of Mathematics,None,"Honours Major Statistics, Minor Computer Science",,
921,147,141.0,Bachelor,None,"Technology, Computer Science Engineering",,
690,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
1253,219,242.0,Bachelor of Technology,None,Engineering,2015-07,2019-06
135,18,25.0,Master of Commerce,Master,Economics and Financial Management,2013,2015
437,65,84.0,Diploma,None,,,
532,80,103.0,Masters Degree,None,Computer Science,,
1034,169,198.0,Bachelor of Science,Bachelor,Industrial Chemistry,2010,2014
642,100,131.0,Bachelor of Arts,Bachelor,Business Economics,2013-10,2016-06
136,18,27.0,Graduate Certificate,None,,2021,2022
784,127,159.0,Bachelors Degree,None,Systems Engineering,2008-01,2015-08
841,139,124.0,CBAP,None,,,
840,139,171.0,Bachelor of Science,Bachelor,Geography and Regional Planning,,
145,19,28.0,Speciality Certification,None,,,
432,65,83.0,Diploma,None,Health Information Management,,
826,139,170.0,Master of Business Administration,Master,Global Energy Management,,
1062,176,,,,,,
1099,188,113.0,Master of Science,Master,Computer Engineering,,
754,118,151.0,CANADIAN SECURITIES COURSE,None,,,
733,113,147.0,Bachelor of Engineering,Bachelor,Mechanical Production Engineering,2014-08,2018-06
1059,175,205.0,,None,Risk Assessment Methodology,,
767,122,3.0,Bachelor of Science,Bachelor,Statistics,2017,2022
253,39,45.0,Certified International Project Manager,None,,,
935,152,181.0,Master of Science,Master,Data Analytics,2014-08,2015-08
778,126,157.0,Master of Science,Master,Global Supply Chain Management,,
1233,214,238.0,ITIL V3 Foundation,None,,,
24,2,5.0,Master of Business Administration,Master,Information Technology,2015-07,2017-05
403,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
429,65,83.0,Diploma,None,Health Information Management,,
770,124,155.0,Master of Science,Master,Mechanical Engineering,2013-09,2015-05
1127,194,220.0,Executive MBA,None,Marketing,,
85,11,9.0,Post-Graduation Certificate,None,,2018,2020
1114,191,218.0,,None,,2005-05,2006-04
753,118,3.0,Bachelor of Business Administration,Bachelor,"Administration, Business, Commerce",,
310,43,60.0,Bachelor of Technology,None,Electronics & Communication Engineering,2009,2013
859,143,174.0,Graduate Diploma,None,"Business Administration, Major Human Resources",,
271,39,45.0,International Project Management Board Certification,None,,,
38,4,8.0,Diploma,None,Aircraft Maintenance Engineering,2005,2008
357,53,71.0,Bachelor of Science,Bachelor,Computer Science and Engineering,2013-03,2019-09
1042,172,106.0,M. Eng.,None,,,
956,159,184.0,PG Diploma,None,Mobile Application Development,,
30,3,7.0,Master of Engineering,Master,Information Systems Security,2008-09,2010-08
1111,191,218.0,,None,,2005-05,2006-04
609,93,126.0,Bachelors Degree,None,,,
536,80,105.0,Diploma of Education,None,Sciences,,
666,105,136.0,High School Diploma,None,,,
1246,219,7.0,Master of Engineering,Master,,2021-01,2022-06
557,83,109.0,High School Diploma,None,,,
317,44,61.0,Certified Advanced Programmer,None,,,
14,1,3.0,Bachelors Degree,None,"Science, Physics, Mathematics, Philosophy",2010,2015
323,45,63.0,Microsoft Certified Systems Engineer,None,,,
122,18,25.0,Master of Commerce,Master,Economics and Financial Management,2013,2015
46,5,9.0,Post-Graduate Degree,None,Supply Chain Management,2021-01,Present
31,3,7.0,Master of Engineering,Master,Information Systems Security,2008-09,2010-08
659,102,133.0,Master of Science,Master,Information Systems,2016-08,2017-12
186,23,34.0,BCom,Bachelor,Business Management,,
963,160,185.0,Post-Graduate Certificate,None,Data Warehouse Development,,
1149,200,227.0,Master of Business Administration,Master,Administration,,
470,71,20.0,Graduate Certificate,None,Financial Technology,,
110,15,9.0,Post-Graduate Certificate,None,Artificial Intelligence and Machine Learning,2021-01,2022-08
881,145,175.0,SAS Advanced Programming Certificate,None,,,
1006,167,195.0,,None,Technology,2004,2006
1049,173,202.0,Master of Business Administration,Master,Finance,,
47,5,10.0,Bachelor of Engineering,Bachelor,,2014-08,2018-05
908,145,175.0,SAS Advanced Programming Certificate,None,,,
920,147,141.0,Bachelor,None,"Technology, Computer Science Engineering",,
143,19,16.0,Master of Engineering,Master,Civil Engineering,2017-09,2018-09
395,61,80.0,Diploma,None,,,
263,39,45.0,Certified International Project Manager,None,,,
594,88,119.0,Master of Science,Master,"Big Data Analytics, Relevant Courses",,
169,22,31.0,Master of Science,Master,Computer Science,2018-09,2021-08
1001,167,194.0,Business Intelligence Certification,None,,2011,2012
472,71,91.0,Masters Degree,None,,,
27,2,4.0,Bachelor of Science,Bachelor,Information Technology,2009-07,2013-05
1113,191,217.0,Bachelor of Technology,None,,2008-09,2012-04
292,41,57.0,Bachelor of Engineering,Bachelor,Electrical Engineering,,
946,154,182.0,Bachelor's,None,,,
933,152,181.0,Master of Science,Master,Data Analytics,2014-08,2015-08
1199,208,61.0,Bachelors Degree,None,Computer Science and Engineering,2015,2019
1081,182,,,,,,
940,152,135.0,Bachelors Degree,None,Computer Engineering,2007-06,2011-08
838,139,171.0,Bachelor of Science,Bachelor,Geography and Regional Planning,,
485,73,95.0,Master of Computing,None,,2015-09,2017-05
834,139,163.0,Masters Degree,None,Supply Chain Management,,
851,141,173.0,Masters Degree,None,Science - Automotive Engineering,,
1033,169,198.0,Bachelor of Science,Bachelor,Industrial Chemistry,2010,2014
1089,186,213.0,Bachelor of Science,Bachelor,Computer Science,2016-09,2021-12
980,162,189.0,Bachelors Degree,None,"Electronics, Communications",,
670,106,,,,,,
424,63,3.0,Bachelors Degree,None,Applied Science and Engineering,2012,2017
413,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
755,118,3.0,Bachelor of Business Administration,Bachelor,"Administration, Business, Commerce",,
862,143,174.0,Graduate Diploma,None,"Business Administration, Major Human Resources",,
95,12,1.0,Master of Science,Master,"Management, Business Technology Management",2020-09,2022-04
693,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
560,83,111.0,Bachelor of Business Admin,None,,,
591,88,118.0,Master of Science,Master,"Big Data Analytics, Relevant Courses, Data Analytics",,
1050,173,203.0,Bachelors Degree,None,,,
165,22,31.0,Master of Science,Master,Computer Science,2018-09,2021-10
1239,217,211.0,Diploma,None,Mechanical Engineering Technician,2014-09,2016-08
735,114,148.0,Bachelor of Science,Bachelor,"Applied Mathematics, Statistics",2017-01,2022-05
1196,207,232.0,Bachelor of Arts,Bachelor,,,
233,35,19.0,Master of Technology,None,Geomatics,,
363,54,3.0,Bachelor of Science,Bachelor,Statistics,2016-09,2021-04
553,83,109.0,High School Diploma,None,,,
640,100,131.0,Bachelor of Arts,Bachelor,Business Economics,2013-10,2016-06
235,35,19.0,Master of Technology,None,Geomatics,,
223,32,41.0,Certificate,None,"Business, analytics",2021-01,2021-09
460,69,36.0,Postgraduate Certificate,None,"Business, Analytics",,
745,117,150.0,Bachelors Degree,None,"Internet, Things Engineering",2013-09,2017-07
361,54,3.0,Bachelor of Science,Bachelor,"Statistics, Economics",2016-09,2021-04
827,139,170.0,Master of Business Administration,Master,Global Energy Management,,
736,114,148.0,Bachelor of Science,Bachelor,"Applied Mathematics, Statistics",2017-01,2022-05
1193,206,44.0,Bachelor of Technology,None,"Electronics, Communications, Technology",2008,2012
888,145,176.0,Certificate,None,Business Analysis,,
175,22,32.0,Bachelor degree,None,,,
1103,189,214.0,Bachelors Degree,None,computer science,,
308,43,60.0,Bachelor of Technology,None,Electronics & Communication Engineering,2009,2013
648,102,134.0,Master of Business Administration,Master,Health Care Management,2023-01,Present
513,75,97.0,Master of Management,Master,Analytics,2021,2022
1097,188,113.0,Master of Science,Master,Computer Engineering,,
1079,181,210.0,Bachelor of Science,Bachelor,"Information Technology, 05",,
901,145,59.0,MBA,Master,"Information System, Finance",,
680,107,138.0,Bachelor of Electrical/Electronic Engineering,None,,1995-11,2001-01
717,110,3.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
127,18,27.0,Graduate Certificate,None,,,
1219,211,236.0,Bachelor of Laws,Bachelor,,2011-09,2015-06
990,165,156.0,Bachelor's,None,Commerce,,
522,78,80.0,Diploma,None,,,
715,110,3.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
258,39,48.0,Post-Graduate Diploma,None,"Operations Management, Strategic Management & Leadership",,
697,107,138.0,Bachelor of Electrical/Electronic Engineering,None,,1995-11,2001-01
196,28,37.0,Post-Graduate Diploma,None,Business Analysis,,
836,139,170.0,Master of Business Administration,Master,Global Energy Management,,
563,83,110.0,Bachelor of Arts,Bachelor,Political Science,,
67,10,16.0,Master of Engineering,Master,Electrical and Computer Engineering,2019-05,2020-08
1100,188,125.0,Bachelor of Technology,None,Mechanical Engineering,,
1012,167,195.0,,None,Technology,2004,2006
23,2,5.0,Master of Business Administration,Master,Information Technology,2015-07,2017-05
385,59,75.0,Master of Business Administration,Master,Power management,2013,2014
765,121,7.0,Masters Degree,None,industrial engineering,2021-01,2022-07
12,1,3.0,Bachelors Degree,None,"Science, Physics, Mathematics, Philosophy",2010,2015
40,4,8.0,Diploma,None,Aircraft Maintenance Engineering,2005,2008
210,30,20.0,Post-Graduate Diploma,None,"I.T., Business Analysis",,
351,51,69.0,Network Security Associate Certificate,None,,,
32,3,7.0,Master of Engineering,Master,Information Systems Security,2008-09,2010-08
49,5,9.0,Post-Graduate Degree,None,Supply Chain Management,2021-01,Present
743,117,14.0,Masters Degree,None,Electrical and Computer Engineering,2018-01,2019-05
716,110,3.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
1223,212,130.0,Bachelor of Technology,None,Computer Science Engineering,2014-06,2018-05
261,39,46.0,GED Test,None,,,
17,1,2.0,Post Graduate Certification,None,"Geographic Information System, Geospatial Management",2015,2016
1158,201,93.0,Master of Science,Master,Bioinformatics,2019-09,2022-09
564,83,111.0,Bachelor of Business Admin,None,,,
582,86,114.0,Master of Business Administration,Master,,,
252,39,46.0,GED Test,None,,,
885,145,59.0,MBA,Master,"Information System, Finance",,
1157,201,229.0,Bachelor of Science,Bachelor,Statistics,2014-02,2017-11
244,38,20.0,Post-Graduate Diploma,None,Big Data,2022-01,2022-08
209,30,39.0,Bachelor of Technology,None,Computer,,
1267,225,7.0,MASTER'S DEGREE,None,Mechanical Engineering,,
502,74,16.0,Master of Arts,Master,"Co-operative Program, Economics",2020-09,2022-04
37,3,6.0,Certified Scrum Master,None,,2019-01,Present
398,61,80.0,Diploma,None,,,
514,75,98.0,Bachelors Degree,None,,2012,2016
628,97,72.0,Bachelor of Engineering,Bachelor,Chemical Engineering,,
431,65,84.0,Diploma,None,,,
1026,168,196.0,Bachelors Degree,None,Computer Science,,
850,140,172.0,Bachelors Degree,None,"Business Administration, Finance",2018-09,2021-12
155,21,30.0,Master of Science,Master,Chemistry,,
1248,219,242.0,Bachelor of Technology,None,Engineering,2015-07,2019-06
242,38,20.0,Post-Graduate Diploma,None,Big Data,2022-01,2022-08
764,121,7.0,Masters Degree,None,industrial engineering,2021-01,2022-07
306,43,38.0,Ontario Graduate Certificate,None,,,
1092,187,,,,,,
1053,173,202.0,Master of Business Administration,Master,Finance,,
1256,221,243.0,PG Diploma,None,Computer Science Technology & Software Testing,,
1210,209,234.0,Post Graduate Diploma,None,,,
473,71,92.0,Bachelor of Arts,Bachelor,"Business Studies, Economics",,
602,90,122.0,Bachelors,None,Computer,,
632,97,72.0,Bachelor of Engineering,Bachelor,Chemical Engineering,,
337,48,65.0,Master of Science,Master,Systems Engineering,2017-10,2019-10
347,51,69.0,Network Security Associate Certificate,None,,,
376,58,19.0,Bachelor of Engineering,Bachelor,INFORMATION TECHNOLOGY,2015-08,2019-06
293,41,58.0,Financial Modeling & Valuation Analyst,None,Governance,,
551,82,108.0,Bachelor of Technology,None,Electrical Engineering,2012-06,2016-08
844,139,171.0,Bachelor of Science,Bachelor,Geography and Regional Planning,,
13,1,1.0,Bachelors Degree,None,"Science, Computer Science, Relevant Courses, Algorithms",2018,2022
949,156,183.0,B. Tech,None,Electrical & Electronics Engineering,,
889,145,177.0,Post Graduate Diploma,None,Computer Science,,
1139,197,222.0,Bachelor of Technology,None,,,
1201,208,98.0,Master of Applied Computing,None,Entrepreneurship,2020,2021
942,152,135.0,Bachelors Degree,None,Computer Engineering,2007-06,2011-08
237,36,,,,,,
1070,179,207.0,Master of Science,Master,Data Analytics,2019-09,2021-08
1136,196,204.0,Bachelor of Technology,None,,2015,2019
68,10,16.0,Master of Engineering,Master,Electrical and Computer Engineering,2019-05,2020-08
505,75,97.0,Master of Management,Master,Analytics,2021,2022
861,143,174.0,Graduate Diploma,None,"Business Administration, Major Human Resources",,
973,161,77.0,Postgraduate Diploma in Management,None,Data analytics,,
240,37,43.0,Bachelor of Commerce,Bachelor,Calorx,,
231,35,38.0,graduate in Project Management,None,,,
1142,198,225.0,Bachelor's Degree,None,Mechanical Engineering,,
798,133,164.0,MBA,Master,Analytics,,
187,24,3.0,Masters Degree,None,,,
307,43,38.0,Ontario Graduate Certificate,None,,,
298,42,,,,,,
854,141,4.0,Bachelor of Technology,None,Mechanical Engineering,,
198,28,5.0,Bachelors Degree,None,Computer Engineering,,
906,145,177.0,Post Graduate Diploma,None,Computer Science,,
552,83,109.0,High School Diploma,None,,,
819,137,168.0,Google Data Analytics Certificate,None,,,
318,44,61.0,Certified Advanced Programmer,None,,,
1147,199,226.0,,None,Computer Science Engineering,2012-09,2016-06
58,8,14.0,Bachelor of Engineering,Bachelor,,,
685,107,138.0,Bachelor of Electrical/Electronic Engineering,None,,1995-11,2001-01
316,44,61.0,Bachelors Degree,None,"technology, Computer Science & Engineering",2015-08,2019-07
776,125,156.0,Bachelor of Commerce,Bachelor,,2012,2016
931,152,181.0,Master of Science,Master,Data Analytics,2014-08,2015-08
354,52,3.0,Bachelors Degree,None,"Science, Psychology, Cognitive Science",2014-09,2019-11
70,10,17.0,Bachelor of Technology,None,,2014-07,2018-06
746,117,14.0,Masters Degree,None,Electrical and Computer Engineering,2018-01,2019-05
496,73,94.0,Bachelor of Science,Bachelor,Computed Science,2009-09,2013-08
673,107,137.0,Diploma,None,Data Analytics,2021-09,2022-06
477,71,91.0,Master of Science,Master,Entrepreneurship,,
548,81,107.0,Bachelor of Technology,None,Computer Science,2016,2020
793,131,,,,,,
11,1,2.0,Post Graduate Certification,None,"Geographic Information System, Geospatial Management",2015,2016
577,86,113.0,Master of Science,Master,Electrical and Computer Engineering,,
597,89,3.0,Bachelor of Arts,Bachelor,"Economics, Statistics, Linguistics",2018,2022
53,7,12.0,Bachelors Degree,None,Computer Science and Engineering,,
133,18,27.0,Graduate Certificate,None,,,
182,22,33.0,Bachelor of Informatics,None,Eng.,2013-01,2017-01
1091,186,213.0,Bachelor of Science,Bachelor,Computer Science,2016-09,2021-12
982,162,189.0,Bachelors Degree,None,"Electronics, Communications",,
8,1,3.0,Bachelors Degree,None,"Science, Physics, Mathematics, Philosophy",2010,2015
919,146,137.0,Diploma,None,Data Analytics,2021-12,Present
1056,174,204.0,Bachelor of Technology,None,Information Technology,,
154,21,30.0,Master of Science,Master,Chemistry,,
1087,186,213.0,Bachelor of Science,Bachelor,Computer Science,2016-09,2021-12
227,34,,,,,,
824,139,169.0,Masters Degree,None,"Business Administration, Marketing Management",,
262,39,48.0,Post-Graduate Diploma,None,"Operations Management, Strategic Management & Leadership",,
174,22,32.0,Bachelor degree,None,,,
1125,193,129.0,Master of Science,Master,IT,2014-04,2016-03
972,161,77.0,Postgraduate Diploma in Management,None,Data analytics,,
643,101,132.0,Master of Technology,None,Electronics and Communication Engineering,2014,2016
245,38,44.0,Masters Degree,None,Computer Science and Engineering,2014-08,2016-06
757,119,3.0,Bachelor of Science,Bachelor,"Environmental Science, Statistics",,
1165,202,230.0,Diploma,None,Public Health,2016-09,2020-10
510,75,97.0,Master of Management,Master,Analytics,2021,2022
352,52,3.0,Bachelors Degree,None,"Science, Psychology, Cognitive Science",2014-09,2019-11
1074,180,208.0,Bachelor of Electrical Engineering,None,,,
1250,219,242.0,Bachelor of Technology,None,Engineering,2015-07,2019-06
1234,214,238.0,ITIL V3 Foundation,None,,,
917,146,138.0,Bachelor of Technology,None,Agricultural Economics,2000-10,2005-10
823,138,,,,,,
872,144,72.0,Master of Business Administration,Master,,,
904,145,178.0,Bachelor's Degree,None,business,,
554,83,110.0,Bachelor of Arts,Bachelor,Political Science,,
741,116,141.0,Bachelors Degree,None,"Technology, Electronics and Communication Engineering",2008,2012
1108,190,216.0,Master of Science,Master,Statistics,2021-01,Present
1029,169,198.0,Bachelor of Science,Bachelor,Industrial Chemistry,2010,2014
915,146,179.0,Proficiency Certificate in Management,None,,,
1170,202,128.0,Graduate Certificate,None,,2020-09,2021-04
687,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
806,135,166.0,Bachelor of Science,Bachelor,Computer Science,,
797,133,164.0,MBA,Master,Analytics,,
870,144,72.0,Master of Business Administration,Master,,,
289,41,55.0,CLP,None,,,
373,57,16.0,Masters Degree,None,Management Sciences,2021-04,2022-08
406,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
1214,209,234.0,Post Graduate Diploma,None,,,
828,139,171.0,Bachelor of Science,Bachelor,Geography and Regional Planning,,
815,136,167.0,Master of Business Administration,Master,,,
402,62,82.0,WSET Level 2,None,,,
759,120,152.0,Graduate Certificate,None,"Business, Analytics",2022-01,Present
1145,199,226.0,,None,Computer Science Engineering,2012-09,2016-06
452,68,86.0,Certification in Data Science,None,,2015,2016
864,143,174.0,Graduate Diploma,None,"Business Administration, Major Human Resources",,
761,120,152.0,Graduate Certificate,None,"Business, Analytics",2022-01,Present
1078,181,209.0,Master of Business Administration,Master,Studied R language in Data Analytics course,,
835,139,163.0,Masters Degree,None,Supply Chain Management,,
1181,202,128.0,Graduate Certificate,None,,2020-09,2021-04
112,15,23.0,Bachelor of Engineering,Bachelor,Computer Science,,
877,145,175.0,SAS Advanced Programming Certificate,None,,,
948,156,183.0,B. Tech,None,Electrical & Electronics Engineering,,
830,139,169.0,Masters Degree,None,"Business Administration, Marketing Management",,
744,117,14.0,Masters Degree,None,Electrical and Computer Engineering,2018-01,2019-05
922,147,141.0,Bachelor,None,"Technology, Computer Science Engineering",,
565,83,111.0,Bachelor of Business Admin,None,,,
1221,212,130.0,Bachelor of Technology,None,Computer Science Engineering,2014-06,2018-05
923,148,163.0,Bachelor of Arts,Bachelor,Information Technology,2016,2021
329,46,62.0,Software Engineering Technician,None,,2021-01,2022-04
576,85,112.0,Bachelor of Science,Bachelor,"Mathematics, Statistics, Mathematics and Statistics",2008,2010
184,23,34.0,BCom,Bachelor,Business Management,,
1030,169,198.0,Master of Science,Master,Industrial & Environmental Chemistry,2017,2019
1032,169,198.0,Master of Science,Master,Industrial & Environmental Chemistry,2017,2019
699,107,140.0,Master of Business Administration,Master,,2007-07,2010-06
696,107,137.0,Diploma,None,Data Analytics,2021-09,2022-06
702,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
251,39,45.0,International Project Management Board Certification,None,,,
623,96,88.0,Master's,Master,Engineering,,
978,161,126.0,Bachelor of Engineering,Bachelor,"Electronics, computer",,
665,105,3.0,Certificate,None,Data Analytics,,
340,49,66.0,Bachelors Degree,None,Physiotherapy,,
516,77,100.0,Bachelor of Technology - Computer Science,None,,,
134,18,25.0,Master of Commerce,Master,Economics and Financial Management,,
367,56,73.0,Bachelor of Technology,None,Information,2013-05,2017-04
103,14,21.0,Master of Science,Master,"Engineering, Management",2013-08,2014-12
225,33,42.0,Bachelor of Arts,Bachelor,Economics,2018,2022
286,40,52.0,Master of Business Administration,Master,Entrepreneurship,,
445,68,19.0,Bachelor of Electrical Engineering,None,,2009,2013
417,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
950,156,183.0,B. Tech,None,Electrical & Electronics Engineering,,
934,152,181.0,Master of Science,Master,Data Analytics,2014-08,2015-08
1024,168,196.0,Bachelors Degree,None,Computer Science,,
1257,221,156.0,Bachelor of Engineering,Bachelor,Computer Science Engineering,,
75,11,18.0,Bachelor of Technology,None,,2012,2016
128,18,26.0,Member of the International Association of Law Enforcement Intelligence Analysts,None,,,
969,160,186.0,Masters Degree,None,"Applied Science, Oil & Gas",2015-05,2017-12
692,107,139.0,Certificate,None,Oil & Gas Engineering,2003-01,2003-12
48,5,9.0,Post-Graduate Degree,None,Supply Chain Management,2021-01,Present
714,110,3.0,Bachelor of Business Administration,Bachelor,Finance and Statistics,,
1166,202,128.0,Graduate Certificate,None,,2020-09,2021-04
455,68,86.0,Certification in Data Science,None,,2015,2016
646,101,132.0,Bachelor of Technology,None,Electronics and Communication Engineering,2009,2013
663,104,,,,,,
791,130,162.0,Post-Graduate Certificate,None,Business,,
1182,202,128.0,Graduate Certificate,None,,2020-09,2021-04
142,19,28.0,Speciality Certification,None,,,
330,46,62.0,Software Engineering Technician,None,,2021-01,2022-04
855,142,5.0,Bachelor's Degree,None,,,
638,100,131.0,Master of Arts,Master,Business Economics,2016-09,2018-07
807,135,166.0,Bachelor of Science,Bachelor,Computer Science,,
96,13,19.0,Bachelor of Engineering,Bachelor,Information Technology,,
1040,171,69.0,Master of Systems,None,Science and Engineering,,
637,100,131.0,Master of Arts,Master,Business Economics,2016-09,2018-07
1175,202,163.0,Graduate Certificate,None,,2022-01,2022-07
150,20,29.0,Bachelors Degree,None,Computer Engineering,,
199,28,37.0,Post-Graduate Diploma,None,Business Analysis,,
1255,221,156.0,Bachelor of Engineering,Bachelor,Computer Science Engineering,,
574,85,112.0,Bachelor of Science,Bachelor,"Mathematics, Statistics, Mathematics and Statistics",2008,2010
100,13,19.0,Bachelor of Engineering,Bachelor,Information Technology,,
418,62,80.0,AS Degree,None,"Physics, Select courses, Intermediate Experimental Physics, Astronomy",2013-09,2015-12
762,120,153.0,Bachelor of Technology,None,Computer Science,2013-06,2017-06
647,102,133.0,Master of Science,Master,Information Systems,2016-08,2017-12
270,39,46.0,GED Test,None,,,
