,Candidate Deidentified ID,Education College Deidentified ID,Education Degree Name,Education Degree Type,Education Major,Education Start Date,Education End Date
931,375,63.0,Master of Science,Master,Computer Applications,,
967,355,471.0,Tuition Award,None,,2014-09,2016-08
818,416,58.0,Bachelor of Science,Bachelor,,,
510,568,275.0,Diploma,None,,,
1425,142,80.0,Bachelor of Technology / CSE,None,,,
715,466,63.0,Bachelors Degree,None,ECE,2016-09,2020-09
1301,200,596.0,Diploma,None,Applied Social Sciences,2017-01,2019-12
583,526,120.0,Post-Graduate Degree,None,Information Technology,1993-04,2022-05
272,690,44.0,Bachelor of Mathematics,None,"Computational, Mathematics, Computing",,
1085,300,108.0,Bachelor of Technology,None,Engineering - Information Technology,2017,2020
1424,143,,,,,,
1146,272,8.0,International Award,None,,,
127,774,44.0,Bachelor of Mathematics,None,"Combinatorics & Optimization, Pure Math",,
612,514,164.0,Master of Science,Master,Electrical and Computer Engineering,2023-01,2024-04
1086,300,519.0,Diploma,None,"Engineering, Information Technology",2014,2017
848,406,423.0,Post Graduate Program,None,"Data Science, Business Analytics",,
984,346,85.0,Post-graduate Certificate in Business Analytics,None,,2022-05,2023-08
1227,41,577.0,Bachelors of Computer,None,Science Engineering,2013-06,2017-04
1437,80,605.0,Graduate Certificate,None,Project Management,2023,Present
1470,120,4.0,Master of Computing,None,"Professional Studies, Analytics",2022-01,2023-07
1374,38,631.0,Bachelor of Science,Bachelor,Mathematics and Statistics,2016-09,2021-05
89,796,71.0,Master's Degree,None,Electrical and Computer Engineering,,
269,692,18.0,Bachelor of Science,Bachelor,"Applied Statistics, Computer Science, Mathematics",,
53,813,42.0,SAS Certified Advanced Analytics Professional,None,,2024-06,Present
969,354,,,,,,
163,750,21.0,Project Management,None,,,
1048,96,510.0,Master's Degree,None,Mech Engineering,,
1386,160,149.0,Bachelor's in Business Administration,None,EDUCATION,,
953,363,18.0,Masters of Management,None,Analytics,2023-08,2024-06
1244,220,78.0,Bachelor of Commerce,Bachelor,"Financial Accounting, Auditing",2013-10,2016-04
1088,300,264.0,Post-Graduate certification,None,Project Management,2023,2024-04
874,399,163.0,Bachelor of Engineering,Bachelor,Computer Science,2017-06,2021-05
794,428,8.0,Bachelor of Science,Bachelor,Computer Science,,
1020,62,497.0,bachelor's degree,None,,,
711,468,363.0,Bachelor of Arts,Bachelor,"Computer, Applications Development",,
184,741,125.0,Bachelor of Technology,None,,2013-07,2017-03
1104,294,8.0,Bachelor of Arts,Bachelor,Psychology,,
836,13,413.0,Bachelors Degree,None,Computer Science and Engineering,2011-09,2015-05
1354,170,39.0,certified in UX,None,,,
5,15,3.0,Master of Business Administration,Master,"Accounting, Finance",2012,2013
1375,38,123.0,Master of Science,Master,Statistics,2021-09,2023-06
736,457,50.0,Master of Business Administration,Master,,2021,2023
501,65,164.0,Masters Degree,None,Computer Science,2021-09,2023-05
838,408,415.0,Master of Arts,Master,,,
1197,186,567.0,Bachelor of Technology,None,Computer Science,2010-06,2014-06
1303,199,597.0,Graduate Certificate,None,,2022-09,2023-04
352,654,203.0,Bachelor of Engineering,Bachelor,,,
664,35,78.0,Bachelor of Computer Sciences,None,,2015-05,2019
870,8,9.0,Post-Graduate Degree,None,,,
481,580,262.0,Master of Computing,None,,,
900,388,442.0,Master of Science,Master,Computer Science,2018-08,2020-05
1299,68,50.0,Master of Engineering,Master,Information Systems Security,2022-05-03,2023-12
1148,270,,,,,,
772,441,176.0,Master of Business Administration,Master,,2022-08,2024-04
434,611,44.0,Bachelor of Arts,Bachelor,"Economics, Management",,
1417,19,161.0,Post-Graduate Diploma,None,Software Quality Assurance and Test Engineering,2022-01,2022-09
1453,128,44.0,Bachelor of Applied Mathematics,None,,2014,2020
1365,168,628.0,Masters Degree,None,,2022-09,2023-08
643,498,120.0,Diploma,None,,,
51,79,18.0,Bachelor of Science,Bachelor,Mathematics & Statistics,2019-09,2023-06
598,70,63.0,Bachelor of Engineering,Bachelor,Computer Science,,
432,612,41.0,Master of Science,Master,,2022,2023
921,380,170.0,Bachelor of Technology,None,Electronics and Communication Engineering,,
1490,106,,,,,,
17,827,16.0,Bachelor,None,,,
512,566,100.0,Student,None,,,
1101,295,525.0,Bachelor of Engineering,Bachelor,Electrical & Electronics Engineering,,
1498,102,652.0,Bachelor of Business Administration,Bachelor,,2015,2019
318,670,191.0,BACHELOR OF TECHNOLOGY,None,ELECTRONICS AND COMMUNICATION ENGINEERING,,
1277,208,180.0,Scrum Master,None,,,
362,648,207.0,Master of Data,None,Analytics & Artificial Intelligence,2023-09,2024-08
970,74,8.0,Master of Management,Master,Artificial Intelligence,2021-09,2022-08
570,534,70.0,Bachelor of Technology,None,Information Technology,,
585,525,307.0,Master of Science,Master,Web Sciences,2016-04,2018-03
1219,14,85.0,Advanced Diploma,None,"EDUCATION, Software Engineering, Technology",2022-09,Present
171,747,114.0,Bachelors Degree,None,Commerce,2008-06,2011-08
1320,32,21.0,Bachelor of Commerce,Bachelor,Business Technology Management,,
901,388,443.0,Bachelor of Engineering,Bachelor,Information Technology,2014-07,2018-06
465,76,44.0,Bachelor,None,Applied Science - Computer Engineering,,
1384,161,199.0,Master of Business Administration,Master,,2008-08,2011-12
727,463,141.0,Master of Science,Master,,2017,2021
364,647,209.0,Post-Graduate Diploma,None,"Big Data, Analytics",2013-09,2017-05
861,401,427.0,Certified Six Sigma Green Belt,None,,,
1193,243,250.0,PG Certification in Cloud Computing,None,,2023-09,Present
1191,243,564.0,Post Graduate Certification in Cloud Computing Co-op,None,,,
753,450,163.0,Bachelor's degree,None,Information Technology,,
226,718,148.0,Bachelor of Science,Bachelor,"Civil Engineering, Entrepreneurship",2018-09,2022-09
425,616,114.0,Bachelor of Informatics,None,IT,2017-07,2020-08
592,522,311.0,Master of Computing,None,,,
200,731,39.0,MTF Management,None,Technology and Finance,,
1071,88,104.0,"Economic Analyst, Financial Report",None,,2020-09,2021-11
403,627,230.0,Bachelor of Engineering,Bachelor,"EDUCATION, Civil Engineering",,
1055,316,513.0,Bachelor of Engineering,Bachelor,,2009,2013
324,667,194.0,MSc,Master,Management,,
638,43,71.0,Master of Applied Computing,None,,2022-05,2023-08
185,740,,,,,,
852,404,425.0,Bachelor of Computer Sciences,None,,2017-03,2020-09
589,523,120.0,Post Graduate Certificate in Business Insights,None,,,
1045,319,161.0,Embedded Systems Development,None,,2019-09,2020-12
947,366,40.0,Master of Management,Master,Analytics,2023,2024
1422,144,640.0,Bachelor of Engineering,Bachelor,"Computer Science, LDRP",,
1253,215,8.0,Bachelor of Arts,Bachelor,Economics,2012-05,2016-06
405,626,197.0,Computer Systems Technician,None,,2018,2021
299,676,183.0,Bachelor of Science,Bachelor,"Computer Engineering, Software",2006-09,2010-07
1355,170,163.0,Bachelor of Engineering,Bachelor,Information and Technology,,
833,13,104.0,Master of Business Administration,Master,,,
617,67,323.0,Bachelors,None,Electronics & Communications Engineering,,
1222,231,576.0,Bachelor of Science,Bachelor,,,
1236,224,161.0,Master of Science,Master,Enterprise Content Management,2019-05,2020-08
204,730,133.0,Master of Computing,None,,,
817,416,86.0,Business Decision Making Certificate,None,,,
286,682,18.0,Bachelor of Quantitative,None,"Finance, Data Analysis, Statistics, Finance",2017-09,2021-06
270,691,32.0,Graduate Certificate,None,Analytics,2023-05,2023-12
547,549,176.0,Bachelor of Arts,Bachelor,Economics,2016-09,2020-11
84,798,67.0,Bachelors Degree,None,Engineering,,
567,537,299.0,Bachelor of Arts,Bachelor,English Literature,,
380,637,216.0,Bachelors Degree,None,Computer Science and Engineering,,
1482,111,114.0,Bachelor of Engineering,Bachelor,Information Technology,2007-07,2011-06
1469,49,454.0,Ontario Graduate Certificate,None,,,
672,483,341.0,Diploma,None,Business Analytics,2021-05,2023-04
656,491,72.0,Bachelor of Technology,None,Computer Science and Engineering,,
961,358,467.0,Bachelor of Technology,None,Information Technology,,
1053,317,511.0,Bachelor of Computer Sciences,None,,2017-09,2021-06
6,830,5.0,Advanced Diploma,None,Information Technology,2004-01,2004-11
1478,114,10.0,B. Tech,None,"EDUCATION, Computer Science Engineering",,
258,699,166.0,,None,,2015-07,2017-06
517,564,78.0,Bachelors Degree,None,Engineering,2017-08,2021-06
1359,169,253.0,Bachelor of Science,Bachelor,BIOCHEMISTRY,,
96,793,76.0,Bachelor of Technology,None,Computer Science and Engineering,,
844,407,421.0,Diploma Certificate in Cybersecurity,None,,,
207,728,136.0,Bachelor of Economics,Bachelor,,2015-09,2020-05
876,398,431.0,Bachelors Degree,None,Mechanical Engineering,,
1341,178,163.0,Bachelors Degree,None,Computer Engineering,2016-08,2020-05
653,492,65.0,Diploma,None,Data Analytics,,
662,487,336.0,Bachelor of Science,Bachelor,Mathematical Finance,2013-09,2017-07
922,380,453.0,Master of Science,Master,"Information Systems, Business Intelligence",,
120,779,92.0,Bachelor of Engineering,Bachelor,Electronics & Communication,,
474,585,,,,,,
587,524,,,,,,
593,522,311.0,Bachelor of Computer Applications,None,,,
1177,59,557.0,Bachelor of Technology,None,Electronics and Communications Engineering,2015,2019
522,2,280.0,Bachelors Degree,None,"TECHNOLOGY, COMPUTER SCIENCE",2014,2018
1489,107,163.0,Bachelor of Computer Sciences,None,,2018-07,2022-05
487,36,266.0,,None,,notKnown,2019-05
642,499,330.0,Bachelor of Technology,None,Information Technology,,
116,782,90.0,Master of Data,None,Science,,
244,706,158.0,Masters Degree,None,Computer and Systems Engineering,,
533,556,284.0,M.S.,Master,Management Information Systems,,
394,630,225.0,Bachelors,None,,,
559,91,163.0,Master of Computing,None,,2013-06,2016-05
1283,205,593.0,Bachelor of Arts,Bachelor,French,2016-09,2020-06
1291,46,201.0,Bachelors Degree,None,Computer Science and Engineering,2016-06,2020-06
571,534,18.0,Graduate Certificate,None,Data Science,,
1229,229,149.0,PG Diploma,None,International Business,,
476,583,163.0,Bachelors Degree,None,Computer Science Engineering,2013-08,2017-04
1361,169,625.0,Diploma,None,ORACLE DATABASE ADMINISTRATION,,
1486,109,41.0,Master of Science,Master,Big Data Analytics,,
972,353,41.0,Master of Science,Master,"Big Data, Analytics",2023-01,2024-04
1250,217,170.0,Bachelors Degree,None,Computer Science and Engineering,,
793,429,399.0,Bachelors Degree,None,Computer Engineering,2016-08,2020-09
230,715,150.0,Bachelor of Engineering,Bachelor,COMPUTER ENGINEERING,2017,2021
260,698,168.0,Master of Business Administration,Master,,2022-09,2024-01
94,794,74.0,Bachelor of Science,Bachelor,Business Administration,2013-08,2017-07
250,702,163.0,Bachelor of Engineering,Bachelor,Information Technology,2016-08,2020-09
1504,45,486.0,Master of Engineering,Master,Internetworking,2017-09,2019-10
987,345,71.0,Masters Degree,None,"Business, Data Analytics",2021-09,2023-05
154,755,85.0,Computer System Technician Networking,None,,2023-09,2024-04
34,819,29.0,Bachelor of Science,Bachelor,Biochemical Engineering,2015-08,2019-06
472,587,259.0,Bachelor of Science,Bachelor,"Geology, Earth Sciences",,
596,92,312.0,Bachelor of Science,Bachelor,"Information Technology, APAC",,
208,728,71.0,Masters Degree,None,Applied Economics and Policy,2020-09,2021-12
492,575,44.0,Master of Mathematics,Master,Statistics,2019-09,2020-08
628,506,329.0,Master of Business Administration,Master,Information Technology,,
695,474,354.0,M.Sc.,Master,Business Information Systems,,
706,469,360.0,Bachelors Degree,None,Dental,2008-06,2012-06
427,615,39.0,Scrum Certification,None,Agile Scrum Training,,
996,31,213.0,Bachelor of Technology,None,Electronics Engineering,,
459,593,80.0,Bachelors,None,Mechanical Engineering,,
455,596,80.0,Bachelors,None,Mechanical Engineering,,
671,484,340.0,Masters Degree,None,computer science,2021-09,2023-04
648,494,120.0,Computer Programming Certification,None,,,
359,650,71.0,Bachelor of Commerce,Bachelor,Business Administration,2019-01,2022-12
330,665,104.0,Bachelor of Commerce,Bachelor,,2017-09,2021-04
702,471,120.0,Project Management,None,,2021-09,2022-04
744,11,380.0,Masters Degree,None,"Interna, Business, Economics",,
