,Candidate Deidentified ID,Work Company Name Deidentified ID,Work History Title,Work History Start Year,Work History End Year,Work History Start Month,Work History End Month
810,137,323.0,Research Assistant,2016.0,2017.0,10.0,5.0
266,48,120.0,Instructor,2018.0,2018.0,9.0,12.0
199,36,,,,,,
525,88,210.0,Senior Business Analyst,2021.0,2024.0,7.0,5.0
251,48,117.0,,2016.0,2016.0,8.0,11.0
317,51,107.0,Senior Analyst,2012.0,2013.0,8.0,12.0
222,43,103.0,Technical Support Analyst,2014.0,2016.0,8.0,7.0
289,48,121.0,Management Database Developer,2017.0,2018.0,,
737,127,294.0,,2019.0,2019.0,9.0,12.0
326,51,107.0,Senior Analyst,2012.0,2013.0,8.0,12.0
478,82,197.0,Customer Service Representative,2020.0,2020.0,2.0,12.0
560,90,218.0,Financial Analyst,2009.0,2011.0,,2.0
578,97,187.0,Power BI Developer,2018.0,2020.0,10.0,2.0
376,56,148.0,,2017.0,2019.0,4.0,8.0
773,132,312.0,Assistant Marketing Manager,2016.0,2018.0,10.0,2.0
592,100,187.0,Tableau Developer,2019.0,2021.0,4.0,9.0
139,24,60.0,Manager - Business Intelligence,2019.0,2022.0,6.0,6.0
80,14,36.0,Tutor,2019.0,2020.0,9.0,12.0
223,43,3.0,Business Analyst,2018.0,2020.0,11.0,11.0
600,102,163.0,Data Analyst,2017.0,2018.0,6.0,12.0
87,14,36.0,Tutor,2019.0,2020.0,9.0,12.0
358,54,143.0,Marketing & Sales Operations Analyst,2019.0,2019.0,1.0,8.0
731,127,293.0,Data Analyst,2021.0,2022.0,9.0,8.0
790,133,319.0,Product Consultant,2020.0,2021.0,7.0,12.0
57,9,28.0,Business Intelligence Engineering Officer,2017.0,2021.0,8.0,12.0
113,20,49.0,PERFORMANCE ANALYST,2021.0,2021.0,1.0,6.0
153,26,64.0,Data warehouse Developer,2013.0,2018.0,3.0,12.0
206,38,92.0,BI Analyst,2018.0,2021.0,2.0,2.0
569,93,226.0,Data Analyst,2018.0,2020.0,8.0,9.0
421,65,170.0,,2022.0,2022.0,5.0,8.0
755,129,305.0,junior BI Developer,2016.0,2017.0,1.0,9.0
730,127,292.0,Database Design,2019.0,2019.0,1.0,4.0
318,51,129.0,Engineer - Management Software,2011.0,2011.0,4.0,10.0
410,63,164.0,Data Analyst,2023.0,2024.0,8.0,1.0
137,24,60.0,Manager - Business Intelligence,2019.0,2022.0,6.0,6.0
160,27,68.0,MSBI Developer,2018.0,2019.0,5.0,11.0
510,88,208.0,Associate Customer Service Manager,2015.0,2016.0,9.0,11.0
431,71,174.0,Contractor,2023.0,,3.0,
304,50,127.0,Project manager assistant,2019.0,2020.0,3.0,4.0
741,127,297.0,Project Analyst,2019.0,2019.0,5.0,8.0
621,104,247.0,Client Services Coordinator,2018.0,2018.0,7.0,9.0
61,10,,,,,,
320,51,129.0,Engineer - Management Software,2011.0,2011.0,4.0,10.0
398,61,158.0,SENIOR EXECUTIVE,2019.0,2020.0,7.0,12.0
667,112,268.0,Data Analyst,2022.0,,9.0,
684,115,255.0,IT Trainer,2014.0,2018.0,12.0,7.0
6,1,5.0,Analyst,2020.0,,3.0,
97,16,42.0,Lead Data Engineer,2018.0,2020.0,4.0,1.0
229,45,106.0,Business Finance Co-op,2021.0,2022.0,9.0,4.0
703,117,281.0,Data Analyst,2020.0,2020.0,10.0,12.0
257,48,116.0,Course and Curriculum Developer - Business,2014.0,2017.0,,
792,133,318.0,Digital Marketing Specialist,2018.0,2018.0,6.0,9.0
803,136,118.0,Data Analyst / Coordinator,2019.0,2022.0,5.0,3.0
566,92,223.0,Quality Assurance Specialist,2015.0,2016.0,5.0,6.0
545,88,211.0,Business Analyst,2020.0,2021.0,3.0,3.0
121,22,19.0,Test Engineer,2014.0,2017.0,,
314,51,107.0,Senior Analyst,2012.0,2018.0,8.0,6.0
399,61,158.0,SENIOR EXECUTIVE,2019.0,2020.0,7.0,12.0
485,82,195.0,Customer Service Representative,2021.0,2021.0,8.0,9.0
348,53,140.0,Marketing Manager,2017.0,2018.0,7.0,5.0
511,88,208.0,Customer Service Supervisor,2004.0,2010.0,6.0,1.0
125,22,53.0,Strategic Business Analyst,2019.0,2020.0,,
764,131,309.0,Analyst - Risk Management Services,2016.0,2021.0,8.0,5.0
582,99,232.0,Business Systems Analyst,2018.0,2018.0,1.0,10.0
60,9,30.0,Graduate Engineer Trainee,2015.0,2016.0,7.0,6.0
640,107,259.0,Research Analyst,2016.0,2016.0,4.0,9.0
247,48,115.0,Online Adjunct Faculty,2017.0,2019.0,,
411,63,162.0,Power BI Developer,2021.0,2023.0,11.0,7.0
712,119,285.0,Planning & Data Analyst,2015.0,2019.0,,
672,112,267.0,Wireless Engineer,2017.0,2018.0,3.0,4.0
618,104,248.0,,2020.0,2020.0,8.0,9.0
494,85,,,,,,
462,79,186.0,Data Analyst,2018.0,2020.0,5.0,12.0
193,34,85.0,Programmer Analyst,2007.0,2008.0,3.0,2.0
745,128,301.0,INVESTMENT BACK OFFiCE ACCOUNTANT,2011.0,2012.0,9.0,12.0
581,99,231.0,Technical Business Systems Analyst,2022.0,2022.0,2.0,8.0
300,50,126.0,Data Analyst Consultant,2021.0,2023.0,10.0,2.0
472,81,193.0,Personal Banking Associate,2019.0,2020.0,6.0,6.0
543,88,209.0,,2018.0,2020.0,10.0,1.0
246,48,119.0,E - Government Researcher,2017.0,2017.0,5.0,9.0
734,127,295.0,Marketing Analyst,2017.0,2018.0,8.0,5.0
36,4,17.0,IT Consultant,2021.0,,1.0,
369,54,142.0,Category Analyst,2013.0,2017.0,3.0,3.0
143,25,61.0,Digital Marketing Consultant,2022.0,2023.0,11.0,5.0
185,32,80.0,BI Developer,2021.0,,6.0,
604,103,244.0,Business System Analyst,2013.0,2017.0,7.0,8.0
102,16,43.0,Senior Data Engineer,2020.0,,2.0,
3,1,4.0,Budget & Statistical Analyst,2014.0,2015.0,3.0,3.0
331,51,107.0,Senior Analyst,2012.0,2013.0,8.0,12.0
753,129,303.0,Senior BI Developer,2017.0,2020.0,9.0,12.0
785,133,317.0,Business Intelligence Consultant,2018.0,2020.0,10.0,1.0
7,1,3.0,Research Analyst,2016.0,2016.0,4.0,5.0
66,12,33.0,Data Analyst,2021.0,,,
65,12,32.0,Server,2019.0,2021.0,,
689,115,273.0,Operations Specialist,2013.0,2014.0,1.0,11.0
161,27,66.0,BI Developer,2020.0,2022.0,12.0,2.0
456,75,176.0,Data Analyst,2018.0,2019.0,7.0,12.0
319,51,128.0,Project Engineer,2007.0,2009.0,8.0,7.0
13,1,6.0,Reporting Analyst,2021.0,2021.0,9.0,11.0
69,13,34.0,Data Analyst,2018.0,2021.0,8.0,4.0
447,75,181.0,Business Analyst,2021.0,2021.0,1.0,7.0
417,65,166.0,Technical Support Specialist,2019.0,2020.0,5.0,2.0
392,60,155.0,Analyst,2014.0,2015.0,9.0,9.0
795,133,317.0,Business Intelligence Consultant,2018.0,2020.0,10.0,1.0
638,107,148.0,LEARNING AMBASSADOR,2021.0,2022.0,9.0,1.0
432,71,175.0,Data Analyst,2018.0,2021.0,12.0,6.0
535,88,208.0,Customer Service Supervisor,2004.0,2010.0,6.0,1.0
571,95,104.0,BI Developer,2021.0,,1.0,
470,81,193.0,Personal Banking Associate,2019.0,2020.0,6.0,6.0
52,7,26.0,Analyst,2021.0,2021.0,2.0,11.0
722,121,61.0,Application Development Associate,2017.0,2018.0,9.0,12.0
243,48,118.0,,2010.0,2012.0,,
91,15,39.0,Product Advisor,2016.0,2018.0,8.0,1.0
277,48,121.0,Management Database Developer,2017.0,2018.0,,
798,134,320.0,BI DEVELOPER,2019.0,,5.0,
637,107,148.0,LEARNING AMBASSADOR,2021.0,2022.0,9.0,1.0
72,14,37.0,Dispatcher,2022.0,2023.0,11.0,4.0
413,64,16.0,Sap Business Intelligence,2016.0,2019.0,7.0,8.0
359,54,141.0,Data Analyst Associate,2020.0,,10.0,
256,48,121.0,Management Database Developer,2017.0,2018.0,,
676,112,267.0,Wireless Engineer,2017.0,2018.0,3.0,4.0
189,34,83.0,IT System Analyst,2018.0,,8.0,
155,27,66.0,BI Developer,2020.0,2022.0,12.0,2.0
649,109,261.0,Business analyst,2019.0,2019.0,1.0,7.0
265,48,117.0,,2015.0,2015.0,3.0,9.0
544,88,208.0,Associate Customer Service Manager,2015.0,2016.0,9.0,11.0
652,110,263.0,Executive Assistant,2018.0,2020.0,10.0,12.0
162,27,67.0,BI Developer,2022.0,,2.0,
666,112,268.0,Data Analyst,2022.0,,9.0,
41,5,20.0,Senior Business Analyst,2017.0,2018.0,3.0,6.0
171,29,71.0,Business Analyst,2022.0,2022.0,1.0,8.0
384,58,152.0,Business Intelligence Advisor,2018.0,2021.0,11.0,12.0
368,54,142.0,Category Analyst,2013.0,2017.0,3.0,3.0
426,69,172.0,Data Analyst,2021.0,,3.0,
31,3,13.0,Consultant Team Lead,2020.0,2020.0,9.0,12.0
715,119,286.0,Data Analyst,2020.0,2020.0,,
294,49,123.0,Data Analyst,2021.0,2021.0,,12.0
202,37,91.0,BI Analyst,2020.0,,3.0,
459,77,,,,,,
507,87,205.0,Student,2016.0,2018.0,9.0,8.0
775,132,313.0,Market Research Intern,2015.0,2015.0,4.0,7.0
552,89,212.0,Data Analyst,2018.0,2019.0,6.0,9.0
596,101,238.0,Account Specialist,2019.0,2020.0,10.0,9.0
548,88,208.0,Forecast and Replenishment Analyst,2010.0,2015.0,1.0,9.0
609,104,248.0,,2020.0,2020.0,8.0,9.0
683,114,,,,,,
475,81,194.0,Founder,2020.0,2021.0,7.0,10.0
84,14,37.0,Dispatcher,2022.0,2023.0,11.0,4.0
429,69,173.0,Data Analyst,2018.0,2019.0,6.0,7.0
591,99,231.0,Technical Business Systems Analyst,2022.0,2022.0,2.0,8.0
669,112,269.0,Junior IT Support,2022.0,2022.0,5.0,8.0
130,23,55.0,IT Support,2018.0,2018.0,5.0,8.0
227,45,107.0,IT Analyst,2015.0,2020.0,10.0,7.0
806,137,325.0,Business Intelligence Analyst,2021.0,,9.0,
740,127,296.0,Digital Intern,2020.0,2020.0,1.0,4.0
395,60,156.0,Data Analyst,2018.0,2021.0,8.0,4.0
10,1,5.0,Analyst,2020.0,,3.0,
117,22,19.0,Test Engineer,2014.0,2017.0,,
570,94,,,,,,
674,112,270.0,IT and SEO Analyst,2018.0,2020.0,5.0,11.0
182,32,79.0,MSBI Developer,2016.0,2017.0,5.0,12.0
237,47,113.0,Jr. Business Analyst,2018.0,2019.0,1.0,8.0
260,48,117.0,Program Assistant,2019.0,2020.0,11.0,2.0
53,7,26.0,Analyst,2021.0,2021.0,2.0,11.0
414,64,107.0,Business Intelligence Analyst,2019.0,2021.0,9.0,4.0
458,76,183.0,Business Data Analyst,2017.0,2018.0,4.0,4.0
491,83,,,,,,
71,14,36.0,Tutor,2019.0,2020.0,9.0,12.0
372,55,147.0,Data Analyst,2020.0,2020.0,5.0,8.0
501,87,205.0,Student,2016.0,2018.0,9.0,8.0
717,119,287.0,Data Analyst,2020.0,,,
158,27,68.0,MSBI Developer,2018.0,2019.0,5.0,11.0
714,119,287.0,Data Analyst,2020.0,,,
190,34,84.0,Lead Business Analyst,2010.0,2018.0,12.0,3.0
527,88,208.0,Customer Service Supervisor,2004.0,2010.0,6.0,1.0
627,105,252.0,Data & Visualization BI Analyst,2019.0,2020.0,6.0,12.0
698,116,274.0,Coca Cola Bottler,2011.0,2014.0,12.0,7.0
747,128,302.0,PORTFOLiO MODELiNG SPECiALiST,2019.0,2020.0,12.0,9.0
694,116,277.0,Data & Business Analyst,2015.0,2016.0,4.0,12.0
